Category,cleaned_resume
DESIGNER,"User Centered Design, Human Computer Interaction (HCI), Usability, Heuristic evaluation, Usability engineering, User interface design standards, Usability testing, Cognitive walkthroughs, Pluralistic walkthroughs, Website design, Interaction design, Personas, Use cases, Scenarios, Contextual Inquiries, Affinity Diagrams, Contextual Design, Ethnography, Wireframes, User flows, Software development standards, Software testing, HTML authoring, 3D modeling and programming, Advanced image manipulation and analysis, 3D interfaces, Interactive digital prototyping, Artificial Intelligence, Touch input, SQL, Agile Development, Training and instructional design, Technical writing and editing, Project management, Healthcare, Medical Diagnostic Imaging systems, Electronic Medical Records, HIPAA, Fitness Equipment."
DESIGNER,"Accounting, advertising, business law, business writing, computer aided design, color, drafting, email, interior design, marketing, materials, retail, sales skills, shorthand, space-planning, specification, typing"
DESIGNER,"AutoCAD, time management, organized, strong verbal and written communicator, detail oriented, building codes knowledge, permitting and administration knowledge, bidding procedures, motivated self-starter, budget, consultation, client, IBM, interior design, Lotus, Microsoft Excel, Microsoft Project, Microsoft Word, pricing, procurement, programming, research, safety, upgrades"
DESIGNER,"AutoCAD proficient, Solid Works 3d Solid Modeling, Complex problem solving, Technical problem-solving, Works well in diverse team environment, Team leadership, Strong decision maker, Injection molded plastic mass-manufacturing techniques, Corel Draw Graphics proficient, Technical Illustrations, Product Usage Line Art, Company Logos, Catalogue and Brochure Layout and Design, Microsoft Office proficient, Creative concept development, Website Development, Silk-screen Printing, Mechanical verification, Process improvements, Drafting, Estimating, Layout and Design, Marketing, Computer literate, Databases, Debugging, Freehand sketching, Routing, Shipping, Word processing"
DESIGNER,"Graphic Design Expertise, Creative Design Aptitude, Quality Assurance, Team Leadership, Adobe CC Suite, Strategic Planning, Training and Development, Corporate Design, Invoicing, Adobe Illustrator CC, Adobe Photoshop CC, Corel Draw x7, Microsoft Office Suite, Omega Composer, HP 5500, HP DesignJet L25500, Summa D120R, Graphtec, Ioline, HS15, FC 7500, Keyed IN, Pace"
DESIGNER,"Microsoft Office, Word, PowerPoint, Excel, time management, customer service, business development, product knowledge, communication, numeracy skills, relationship building"
DESIGNER,"Graphic Design, Digital Art, Photoshop, Illustrator, InDesign, Microsoft Office Suite, Windows, Mac, ZBrush, Cinema 4D, VUE, Digital Illustration, Manual Sketching, Mood Boarding, 2D Pattern Engineering, Technical Sketching, Quality Assurance, Technical Illustration, Problem-Solving, Costume Design, Prop-Making, Character Look Development"
DESIGNER,"Adobe InDesign, Photoshop, Illustrator, Acrobat Professional, Microsoft Word, Excel, PowerPoint, Publisher, QuarkXPress, Adobe Dreamweaver, HTML, WordPress, graphic design, customer service, prioritization, note-taking, design setup, photocopying, bindery equipment, digital file conversion, email communication, direct mail, supply inventory management"
DESIGNER,"ArchiCAD, Cabinet Vision, 3D Studio Max, Adobe Photoshop, MS Office, Adobe InDesign, Conceptual Design, Space Planning, Construction Documents, Drafting, Cost Management, FFE, 3D Rendering, CAD drafter, Sales, Project Finance, Project Management, Multitasking, Team player"
DESIGNER,"Creative, Relational, Engaging, Painting/Drawing, Graphic Design, Leadership, Team Player, Spanish"
DESIGNER,"Drafting, Space planning, Interior architectural detailing, Color and material application, Proficient with furniture systems, Concept development, Proficient in AutoCAD, Graphic presentations, Product specifications, 3D, Art, AutoCAD, Color, Concept, Drafting, floor plans, Graphic, HVAC, interior design, Lighting, Plumbing, presentations, Design Process, Space planning, Teaching, written"
DESIGNER,"Customer Service, Communication, Planning, Problem-Solving, Graphic Design, Adobe Illustrator, InDesign, Photoshop, Guest Relations, Takeout Management, Front of House Organization, Event Planning, Table Management & Seating Assignment, Reservations, Wine Pairings, Table Bussing, High-volume Dining, Fine Dining Customer Service, Dining Crew Workflow Optimization, Buffet Setup and Takedown, Price Memorization, Service Prioritization, Safe Food Handling, Table Setting Arrangements, Negotiation, Collaboration, Teamwork, Adaptability, Work Ethic"
DESIGNER,"Program development, Intermediate coding in R studio, Project management, Proficient in Salesforce, Fluent in 4 languages, Facilitation, Stakeholder Management, Research, Curriculum development, Clear public speaking skills, Program evaluation"
DESIGNER,"Adobe CS6, Adobe Illustrator, Flex PLM, Grovesite, WebPDM, Microsoft Word, Excel, Optitex, Garment specs and sketches, Fit Assessment, Product Development, Technical Direction, Line and Product Review, Flat Pattern Making and Corrections, Garment Construction, Draping, Costing, Quality Assurance, Reporting, Sketching, Sourcing Strategy"
DESIGNER,"Photoshop, InDesign, After Effects, Maya, Illustrator, Z brush, Sketch up, Daz 3D, Dreamweaver, PowerPoint, Analog Integrated Circuits, Cinema 4D, Excel, HTML, XML, 3D, 3-D Design, 4D, advertising, Animation, Arts, budgets, budget, CAD, Cartooning, cash registers, coaching, Color, Computer Networks, Computer literate, customer service, databases, delivery, Direct sales, Directing, dollies, email, staff training, estimating, XML, forklifts, Graphic Design, hiring, HTML, Illustration, innovation, Inspecting, interactive design, inventory, logging, Mac OS, Managing, marketing, materials, mentoring, MS Office, organizing, packaging, personnel management, Photography, policies, presenting, printers, processes, programming, proofreading, quality, receiving, reporting, safety, sales, scheduling, shipping, sorting, strategic plans, transportation, Typography, workflow"
DESIGNER,"Creative Graphic Designer, graphic design, concept development, production design, high-end catalogs, advertisements, brochures, trade show graphics, posters, packaging, direct mailers, presentations, medical journals, educational books, Adobe CS6, Acrobat Professional, I-Books Author, Microsoft Office, time management, soft skills, Children's Trade K-12, Book Packaging, Medical Publication, Product Packaging, Advertising, Verbal communication, written communication, collateral creation, training material, marketing materials, technical illustration, quality assurance, packaging design, 3D design, photography, prepress, print production, branding, marketing collateral, web graphics."
DESIGNER,"InDesign, Photoshop, Illustrator, Quark, Microsoft Word, Acrobat, Designing in four-color, Photo manipulation and retouching, Illustration and wordmark design, graphic design, marketing, public relations, leadership, research, editing, database management, budgeting, promotional materials, event planning, press releases, mailing lists, publicity, arts management"
DESIGNER,"Adobe Creative Suite, Target Process, HTML/CSS, Leadership/communication skills, Product development, Self-motivated, User-centered design, Design, layout and typography, Wire-framing, Axure, Sketch, Fireworks, Illustrator, Small business development, Project management, Interactive prototypes, Heuristic evaluation, Style-Guide Creation, UX/UI Consulting, Logo/Brand Design, Interactive website development, Social Media Integration, search engine optimization, usability testing, user interface (UI) design, website design, website development, advanced problem-solving"
DESIGNER,"Adobe Creative Suite, Acrobat, Photoshop, advertisements, communication skills, Basic HTML, CSS, Illustrator, image layout, inventory management, logistics, graphic design, marketing materials, Microsoft Office, Excel, Outlook, PowerPoint, Word, packaging, print design, scheduling, shipping, sketching, soldering, travel arrangements, typography, welding"
DESIGNER,"Adobe Photoshop, Illustrator, InDesign, Microsoft Office programs, Art Direction, Corporate Brand Strategy, Graphic Design, Corporate Marketing Communications, Creative Print and Digital Content Development, Event/Trade Show Management, Print Production Management, Project Management, budget planning, branding, design software, fundraising, marketing collateral, marketing communications, marketing material, merchandising, data collection, client relations, photography, press releases, Print Production, vendor management, promotional material, reporting, strategic, training materials, catalog, clipper, concept, newsletters, acquisitions, advertising, clientele, design, direction, Artist, budgets, sales, meetings, Excel, Powerpoint, Word, website"
DESIGNER,"3D, acrylics, Acrobat, Adobe, Dreamweaver, Photoshop, ads, animation, banners, book, brochures, CD, Color, computer hardware, Corel Draw, designing, digital cameras, editorial, fashion, Flash, forms, functional, graphic design, illustration, Illustrator, InDesign, inkjet printers, laser, layout, logos, Mac, marketing strategies, materials, MS Office, multimedia, newspaper, photography, 35 mm, Cameras, posters, pre-press, presentations, print shop, printers, processes, publications, sales, scaling, Scanners, sculpture, Spanish, typography, Typing, Visio Professional, web design, website, web page"
DESIGNER,"Microsoft Office Suite, Apple iWork Suite, Autodesk AutoCAD Architecture 2015, Buzzsaw, Revit, Adobe Creative Suite, Acrobat Pro, Illustrator, InDesign, Photoshop, GoPro Studio, Studio Webware, Wecora, Bill Quick, Google Sketch-Up, administrative, budgets, building Codes, consulting, project management, interior design"
DESIGNER,"Effective leader, Staff training/development, Customer targeting, Conflict resolution, Deadline-oriented, Up-selling techniques, Client account management, Budgeting and financial management, Cash flow management, Inventory control, Microsoft Outlook, Microsoft Word, Microsoft Excel, Data entry, Problem solving, Critical thinking, Interpersonal skills, Customer service, Punctuality, Organized self-starter, Floral design, Sales, Business managerial skills, Time management skills"
DESIGNER,"Accounting, bookkeeping, budget development, content development, customer service, database creation and maintenance, employee training, Microsoft Office, SalesForce, Zoho, Outlook, online networking."
DESIGNER,"Photoshop, Dreamweaver, QuarkXPress, InDesign, Microsoft Word, Microsoft PowerPoint, Illustrator, Microsoft Excel, Copyediting, Proofreading, HTML, CSS, Business Development, Proposal Coordination, Graphic Design, Marketing Materials, Written Business Communications, Database Management, Content Development, Layout Design, Fast-paced Environment, Quality Assurance, RFP, RFQ, RFI, Sales, Translating Verbal Dialogue"
DESIGNER,"NX (Unigraphics), Virus removal, Spyware removal, Communication techniques, Attention to detail, Fast learner, CAD Software, IMan, TeamCenter, MS Excel, MS Word, MS Access, MS PowerPoint, MS Windows 7"
DESIGNER,"Adobe Photoshop, InDesign, Illustrator, Microsoft Word, Excel, HTML, graphic design, product design, web design, visual design, branding, typography, research, teaching, project management, creative problem solving, organizational skills, marketing, logo design, art instruction, photography, menu design, project proposals, digital content creation, user experience design, print design, E-commerce website development, corporate design, creative thinking, multi-tasking, self-motivated, resourceful, quick learning, art history knowledge, experimental project skills."
DESIGNER,"Hypertext Markup Language (HTML5), Camtasia, Adobe eLearning Suite 2.5, Microsoft Office 1993-2007, Dropbox, Video training development, XenDesktop, EC Council iLabs, VCASTLE, Microsoft Live Meeting, Adobe Connect, Screenr, Canvas, Moodle 1.9 and 2.4, Blackboard, MRDS, Microsoft Office, SharePoint, Zoom Web Conferencing, Articulate Storyline, Instructional Design Essentials, Learning Management Essentials (LMS) Fundamentals, Practical Cybersecurity, curriculum design, instructional multimedia, storyboard scripting, adult learning theories, assessment and analysis, training methods, project management, team collaboration, creative problem-solving, attention to detail"
DESIGNER,"Industrial Design, Strategic Planning & Analysis, Front-end UX Research, Design for Manufacturing DFM, 3D Design, Modeling & CAD, Graphic & Web Design, 3D Printing, Project Management, New Product Development, Collaboration, Product Design, Problem Resolving skills, Solidworks, Rhino 3D, Adobe Creative Suite, Illustrator, Photoshop, Geomagic Freeform Plus, Microsoft Office Suites, Word, Power Point, Excel, HTML, CSS, Wordpress, research skills, color, graphics, managing, mechanic, presentations, Product Development and Management, rendering, trend, websites, multilingual"
DESIGNER,"3D, 3D Modeling, 3DS Max, Adobe After Effects, Adobe Photoshop, CMS, Dreamweaver, Flash, HTML, Adobe Illustrator, Lighting, MAC, Maya, mechanical, Microsoft Office, PowerPoint, Windows platform, modeling, optimization, packaging, painting, Camera, rendering, Softimage, SolidWorks, Staff Development, Supervision, Web development and graphic design"
DESIGNER,"Persuasive communication, Prospect qualification, Retention strategies, Exceptional Customer Service, Sales"
DESIGNER,"AutoCad, cad, Cold Calling, contracts, clientele, client, clients, Customer service, Customer service specialist, Decision-making, designing, drafting, engineer, logistics, notes, memory, outlook, MicroStation, negotiator, organizational, Persuasive, processes, progress, quality, Safety, Sales, Telecom, telecommunication, Telecommunications, telephone"
DESIGNER,"Adobe Creative Suite, photo, Ad, Art, backup, brand strategy, calibration, catalog, color, content, creative direction, CSS, client, direction, e-mail, FTP, graphic design, basic HTML, image, Explorer, layout, marketing, materials, meetings, messaging, Microsoft Office Suite, SharePoint, newspaper, developer, POS, prepress, press, printers, promotion, promotional materials, quality, QuarkXpress, quick, retail, router, translation, troubleshoot, video"
DESIGNER,"3D, Adobe Creative Suite, attention to detail, CAD/CAM, designing, E-Commerce, drawing, Illustrator, MAC, Microsoft Office applications, Photography, presentations, retail, sales, sketching, written"
DESIGNER,"3D modeling, budget analysis, editing, instructor, job analysis, listening, mechanical, Microsoft Office, program management, research, safety, scheduling, spreadsheets, supervisor, task analysis, technical manuals, trainer, training programs, upgrading, vision"
INFORMATION-TECHNOLOGY,"Enterprise platforms, Knowledge of Product Lifecycle Management (PLM), Project tracking, Hardware and software upgrade planning, Product requirements documentation, Self-directed, MS Visio, Decisive, Collaborative, Domain Active Directory Layout, Data storage engineering, Information Assurance, Risk Management Framework (RMF), Active Directory design and deployment, Workstation build and deployment, Systems Accreditation Packages, Red Hat Enterprise Linux installation and hardening, Network Design & Troubleshooting, High Performance Computing, Active Directory, Hardware Engineering, Information Technology, Red Hat Enterprise Linux Servers, MS Windows Servers, MS Windows Desktop, Network Design & Troubleshooting, Architectural Diagrams, Accreditation Boundaries, Risk Management, Enterprise Strategies, Vendor Relations, Desktop Publishing Software: Photoshop, Illustrator, HTML, Team Work, Collaboration"
INFORMATION-TECHNOLOGY,"Information Technology Specialist, Supervision, Project Management, Circuit Management, Licensed Electrician, Alarm Management, Alarm Technician, Training, Supply, Quality Assurance, Cyber Transport, Client Systems, Troubleshooting, Repair, System Performance Testing, Network Infrastructure, Cabling, Voice Systems, Video Systems, Small Computers, Printers, Quality Assurance Assessor, Budget, Cisco, Hardware, Documentation, Feasibility Studies, Funds, Inspector, LAN, Materials, Access, Networking, Networks, Personnel, Telephone Systems, Processes, Upgrades, Technical Assistance, Troubleshoot, Wiring"
INFORMATION-TECHNOLOGY,"Excellent communication techniques, Manufacturing systems integration, Multidisciplinary exposure, Design instruction creation, Project management, Complex problem solver, Advanced critical thinking, SharePoint, Microsoft Excel, Microsoft Project, Microsoft Visio, Security, Cisco, counseling, customer assistance, database, documentation, Information Technology, inventory, IP, LAN, Windows 7, Network, personnel, policies, protocols, repairs, Routing, test equipment, troubleshoot, WAN"
INFORMATION-TECHNOLOGY,"Photoshop, Premier, art, Cable, Hardware, computer repair, curriculum development, client, Customer service training, Database, documentation, Dreamweaver, Fireworks, Flash, help desk, HTML Coding, Illustrator, InDesign, information technology, Inventory control, Mac OS, market, Excel, Microsoft Networking, Outlook, Powerpoint, Windows OS, Word, multimedia presentations, Natural, Network Management, Novell, PHP, progress, QuarkXpress, staff training, technical support, user training, phone, troubleshooting, Wiring"
INFORMATION-TECHNOLOGY,"Project management, Program management, Process improvement, Requirements gathering, Team leader, Strategic planning, Results-oriented, Effective multi-tasker, Data analysis, Team player, Team building, Extensive technology experience, Software Development Lifecycle Methodology, IT standards, Technical specifications, Web development, Budget management, Training, Project planning, Corporate Web Design Standards"
INFORMATION-TECHNOLOGY,"Routers, Staff Management, Hardware Troubleshooting, Network Administration, Cisco, Help Desk Support, Cisco Switching, Cisco Routers, Hardware Installations, Learning Strategies, Software Updates, Repairing, System Testing Software, Operation Monitoring, Problem-Solving Skills, Excellent Interpersonal Skills, End-User Support, Repair, Advanced Computer Proficiency, Industry Needs Awareness, Contract Review Proficiency, Company Policy Adherence, Device Configuration, Hardware and Software Installation, Technical Support, Hardware Updates, Hardware and Software Problem Diagnosis, Security Protocols, Security Oversight, Speaking"
INFORMATION-TECHNOLOGY,"PeopleSoft HCM 8.8/9.x, PeopleSoft Financials 8.8/9.x, PeopleTools 8.51/8.54, SQL Developer, MS Office, Visio, MS Project, Dell Stat 5.6/5.7, Application Designer, Putty, SharePoint, HP Application Lifecycle Management, Oracle Enterprise Manager, STAT Admin, TOAD, Service Now, Remedy, Heat, Oracle E-Business, Asset Suite 8, auditing, business process, business process re-engineering, CCNA, Change Management, CISA, Citrix, database, documentation, E-Business, financial reporting, functional, Grants, ITIL, Mainframe, Access, MCSE, migration, network, Novell, Oracle, Payroll, PeopleSoft HRMS, PeopleSoft 9.1, PeopleSoft 9.2, PeopleTools, requirements gathering, risk assessment, risk management, Sarbanes Oxley, SAS, Siebel, SQL, strategy, supplier management, technical documentation, TOAD, troubleshooting, upgrades, validation, VPN, articles"
INFORMATION-TECHNOLOGY,"Networking, troubleshooting, customer relations, Cisco Call Manager, Cisco Unity, Cisco Attendant Console, Cisco Jabber, Cisco ASA, Cisco ISE, Cisco ACS, Cisco VoIP, Cisco Routers, Cisco Switches, Cisco Wireless Controllers, Cisco Wireless Access Points, Cisco IronPort, Juniper Firewall, Windows Server 2003/2008/2012, SCO Unix, SUSE Linux, Windows XP/Vista/7/10, Cisco IOS, Dell PowerEdge servers, IBM Bladecenter, Dell/HP/Lenovo PC & Laptops, Cisco/Juniper/Fortinet switches, Barracuda/Juniper Spam & Web firewall, POS, Label Printers, Barcode Scanners, RF Scanners, MAS90, Office 2007/2010/2013/2016, VMware, Groupwise, Exchange 2007, Aldon, Remedy, Putty, SecureCRT, VNC, WireShark, Snorby, SolarWinds Orion, SQL Database, Epicor (ERP), Nexpose (Rapid7), Snort, Snorby, Symantec, Trustwave, PCI Compliance, IT financials, IT Governance, IT purchasing, vendor management, network specifications, router and firewall administration, interface configurations, routing protocols, VPN, SSL VPN, help desk support, first level help desk IT support, network upgrades, hardware/software networking modules, web filter administrator, troubleshooting hardware and software issues, network connectivity, database management, financial management, quality assurance, trend analysis, reporting, research, designing, managing, implementing security policies, overseeing data center operations, documentation of network problems and resolutions."
INFORMATION-TECHNOLOGY,"Governance, Audit and Control Establishment, Technical Acumen, Strategic Planning & Enablement, Business Process Improvements, Contract Negotiations, Cost Savings Initiatives, AD, DNS, TCP/IP, Microsoft Exchange, Rapid7 Vulnerability Assessment Platform, Firewall, IDS/IPS, Web Filter/Proxy, Mail, IT SOX Governance & Compliance, Financial Policies & Forecasting, Project Deployment & Reporting, Project Scope and Scheduling, Security Infrastructure, IT Analytics & Orientation, Program Management, Cross Functional Collaboration, Resources Utilization, Training & Development, Change Management, Windows (XP and 7), Linux (Red Hat), Mac (OSX), Active Directory administration, GPO creation, Ticketing systems, N-Central monitoring, Vulnerability Assessment, Risk Management, Compliance, Forensic imaging, Incident management, Whole disk encryption, Business Administration Software Technology, Information Technology, Network Security, Comptia A Certification, Comptia Security Certification, Anti-Virus, Disaster Recovery, Functional, Gateway, Imaging, Information Security, Negotiation, Personnel, Policies, Processes, Programming, Proxy, Relationship Building, Technical Trainer, Troubleshooting, VPN, Author"
INFORMATION-TECHNOLOGY,"Administrative, Analyst, Army, Agency, cable, cabling, Cat5, documentation, Engineer, engineering support, financial, Functional, Government, IMS, Information Systems, Information Technology, local area networks, LANs, law, Materials, meetings, Office, Network, networks, personnel, procurement, project leader, project coordination, QA, quick, Radio, routing, SAT, scheduling, Supervisor, surveys, Switch, System Design, Systems Integration, telecommunications, Telephone, Theatre, UHF, Ultra High Frequency, upgrades, validation, voice and data"
INFORMATION-TECHNOLOGY,"4D, Active Directory, Adobe Products, Apple, Automation, backup, Broadcast, budget planning, Computer Technician, Hardware installation and configuration, Hardware, databases, Database, DHCP, DNS, editing, Final Cut, firewall, FTP, inventory, LAN, Mac, Magic, access, Microsoft Exchange Server, Windows 7, Windows, 2000, Windows XP, Network Administration, network, OS, operating system, Power Builder 6.5, Power Builder 9.0, processes, QuickBooks Pro, research, Sales, SAN, Servers, Software installation, Microsoft SQL Server, Streaming Video, Sybase SQL Anywhere 7.0, Sybase SQL Anywhere 9.0, Sybase SQL Anywhere, Symantec, Technical support, Television, video, VPN, Windows Server, Windows 2000 Server"
INFORMATION-TECHNOLOGY,"Academic, Active Directory, ADP, apple, Architect, Agency, B2B, Behavioral Health, billing, Book, BroadVision, CAD, Case Management, Cisco, concept, contracts, Ventura, CRM, clients, customer satisfaction, Customer Support, data collection, data warehouse, databases, database, Decision Support, delivery, document management, edge, estimating, focus, front office, drawing, imaging, Insurance, Internet marketing, ITIL, Law Enforcement, Leadership, leadership skills, mentor, mentoring, access, Office, MS Project, Microwave, Enterprise, network, new construction, packaging, PACS, patient care, PeopleSoft, Permitting, presentations, process re-engineering, processes, Project Management, Project Leadership, Proposal, Public Health, Public Safety, quality assurance, real-time, reporting, requirements definition, RMS, routers, SAP, scheduling, SQL, supervision, switches, Tax, Telecommunications, telephone, phones, training materials, upgrades, upgrade, utilities, VoIP, Warrants, web development, workflow"
INFORMATION-TECHNOLOGY,"ASP.net, Active Directory, Adobe Acrobat, Adobe Dreamweaver, Adobe Photoshop, application design, arts, billing systems, Business Objects, business operations, C++, client server, strong communication skills, hardware, Crystal Reports 9, databases, database development, Database Design, disaster recovery, forms, frame, functional, government, grants, help desk support, Help desk, HTML, computer support, Leadership, marketing materials, Microsoft Access, Microsoft Office, Microsoft SharePoint, Windows, migration, Oracle database, PL/SQL, personnel, personnel management, police, profit, Project Management, purchasing, report writing, reporting, Requirements gathering, SAP, SDLC, servers, Software Development, Microsoft SQL Server, SQL, strategy, strategic planning, System administration, user manuals, training materials, troubleshooting, upgrade, Visual Basic, Web Intelligence, web development, Windows Server, workflow"
INFORMATION-TECHNOLOGY,"branding, budgets, Business Analysis, BI, Business Intelligence, business management, Business Objects, CRM, data analysis, data warehouse, DBA, databases, decision making, ERP, Financial, Help Desk, hiring, Leadership, managing, Microsoft Office, SharePoint, Oracle, personnel, Personnel Management, producing, progress, Project Management, quality, reporting, SAP BW, SAP, MS SQL, SQL, staff development, strategic planning, systems architecture, technical assistance, User Training, Upgrade, website"
INFORMATION-TECHNOLOGY,"Active Directory, Adobe, Antivirus, Backup Exec, Backup, Budget, business processes, call center, capacity planning, Cisco, computer assembly, Hardware, contracts, Direct Attached Storage, DAS, Database, Dell, Dell Servers, Designing, Desktops, Documentation, Firewall, HP, hiring, information systems, ISO 9000, Leadership, Linux, Logistics, Mac, MAC OS, Managing, Access, Microsoft Certified Professional, Microsoft Exchange, Microsoft Office Professional, Microsoft Project, Microsoft SQL, Microsoft Visio Professional, Windows 7, Windows 8, Windows, Enterprise, NAS, Network Attached Storage, Network Printers, Networking, new product development, Operating Systems, PBX, PCI, Phone System, policies, Project Management, quality, quality assurance, quality improvement, QuickBooks Pro, Research, Robotic, safety, Storage Area Network, SAN, scheduling, Servers, Microsoft SQL Server, Symantec, teamwork, technical analysis, Troubleshooting, upgrade, Visio Professional, vision, Web Portal, WAN"
INFORMATION-TECHNOLOGY,"Remote access support, Systems analysis, Preventative maintenance expert, Data backup and recovery systems, Wireless Access Point, Performance testing, User account creation, Interpersonal skills, Antivirus and spam blocking, VPN configurations, LAN expertise, WAN expertise, Network installation, Network administration, Hardware troubleshooting, Software troubleshooting, Security scans, Network performance monitoring, Documentation, DHCP configuration, Network connectivity troubleshooting, Operating system installation, Desktop support, Imaging, Network security, Risk management, Technical support, Upgrades, Troubleshooting, Symantec, McAfee, Microsoft Exchange, Windows operating systems, Team leadership"
INFORMATION-TECHNOLOGY,"IT management, Results-oriented, Operations management, Budget administration, Change management, Problem resolution, Team leadership, Decisive leader, Cost reduction, Data analysis, Data Processing, Database Management, Information Systems, Information Technology, Consulting, Contract negotiations, Customer service, GIS, IBM, Imaging, Management Information System, PC networking, Telecommunications, Hardware, Software Engineering, Strategic planning, voice and data, UNIX, Networking, Cybersecurity, Project management, Grant management, Training and development, Disaster recovery planning, Information protection analysis"
INFORMATION-TECHNOLOGY,"Active Directory, Microsoft Outlook 2013, Windows 7, Windows 10, system security, data automation, Circuit Design application, UNIX client server, interpersonal skills, hardware and software installations, network systems, content encryption, customer relations, desktop support, telecommunications, databases query, electronic filing, forms, Microsoft Windows deployment, software Imaging, contract specialist and acquisition, supply and property inventory, WAN, LAN, Lotus Notes, mainframes, materials, trouble shooting and ticketing systems, network security, policies, formal presentations, quality assurance, Life Cycle Replacement (LCR), radio communication, geographical statistics, strategic planning, supervisor, Cisco switches and routers, system administration, technical support."
INFORMATION-TECHNOLOGY,"LexisNexis, Westlaw, Concordance, CaseMap, Knowledge of Local, State and Federal laws, Principles and Practices of Legal Communication, Court Procedures/Processes, Results-oriented, Client-focused, Interview Techniques and Methods, Word, Excel, PowerPoint, Access, Project, Self-directed, Detail oriented, Outstanding organizational skills, Excellent task and time management skills, Executive and Legal Support, Business Analysis, Strong Communication Skills, Business Operations, Documentation and Time Management, Information Technology and Technical Support, Leadership, Legal Terminology, Managerial Experience, Meeting Organizational Skills, Advanced Problem-solving Skills, Paralegal, Performance appraisals, Personnel, Presentations, Processes, Procurement, Project Management, LR&W"
INFORMATION-TECHNOLOGY,"Innovative Leadership, Change Management, Infrastructure Design, Strategic Planning, Technology Development, Collaboration and Liaison, P & L Oversight, Organizational Development, Mentoring and Coaching, Accounting, Analyst, business processes, Cisco Certified, Coaching, hardware, conversion, clients, direction, e-mail, employee training, Engineer, ERP, Finance, financials, human resources, HR, information security, information technology, inventory, IP, Leadership, Team Leadership, Managing People, Managing, Mentoring, MS Office suite, Office, Windows 7, Windows 98, Windows XP, migration, needs analysis, Enterprise, Network Administrator, network, Operating System, policies, printers, processes, Programmer, Project Management, purchasing, reporting, Seminars, servers, Service Level Agreements, SLA, software development, strategic, Supervision, technical support, telecom, telecommunication, Telephony, Trainer, Wordperfect"
INFORMATION-TECHNOLOGY,"account management, cables, cabling, Help Desk, Linux, MS Exchange server, Sharepoint, network security, desktop support, Unix, HP Unix, VBscript, Visual Basic Programming, Windows Server, Active Directory account management, network/server security, Geographic Information system, group policy, SCOM, SCCM, vbscripts, Powershell, SANs, Hyper V, Exchange 2010, Lync 2013, Microsoft System Center, Operations Manager, Proofpoint, iBoss, ArcGIS, TCP/IP, Whats up network device connectivity monitoring, Blackberry Enterprise server, Fedora Core Linux, Windows 2003, Xiotech SAN, TNT network security appliance, Ghost software, Microsoft Office, Skype for Business, Track It work orders, Escape Financial System, Aeries student information system, Alertus Desktop alerting, Laserfiche, Lync 2013, iBOSS web filter, EMC Networker, Maas360, Azure, network interface cards, RAM, video cards, hard drives, RAID controllers, motherboards, power supplies"
INFORMATION-TECHNOLOGY,"A+, A+ Certification, Antivirus, CNA, Hardware, Hardware Installation, Customer Service, DOS, Hardware Support, Information Technology, Internet Explorer, IP, Mac OS, MCP, MCSE, Microsoft Office, Windows 7, Windows 8.1, Enterprise, Network, Networking, Novell, SAP, Software Documentation, Symantec, Desktop support, Technical Support, Technician, Troubleshooting, User Interface"
INFORMATION-TECHNOLOGY,"IT Governance, Team Leadership, Systems Integration, Contract Negotiations, Disaster Recovery Plans, IT Operations, ASP.Net 4.5, ASP.Net, VB.NET, Active Directory, Backup, Budget, CRM, Data Analysis, Data Processing, Databases, Disaster Recovery, ETL, EDI, ITIL, Training, Executive Management, Senior Management, GoldMine, Information Security, HealthCare IT, IT support, Leadership, Marketing, Network analysis, Performance reviews, VoIP, Presentations, Process Enhancement, Product Development, Servers, SQL, SQL Server, Strategy, Desktop support, Visual Studio, Workflow"
INFORMATION-TECHNOLOGY,"American Sign Language, Excellent communication, customer service, databases, English, access, Excel, Power Point, Microsoft Word, problem solving skills, Real-Time, repairs, translation, website, workshops"
INFORMATION-TECHNOLOGY,"Network Engineering, Helpdesk Administration, Software Licensing, Disaster Recovery, Backup/Restore, Operations/Project Management, Strategic Planning/Analysis, Budgeting, TeamBuilding/Training, Vendor Relations, Policy/Procedure Development, Quality Assurance, Troubleshooting, Problem Solving, Process Improvement, LAN/WAN infrastructure, connectivity, security, user accounts management, helpdesk support, automated script development, asset tracking, wireless networks configuration, training and mentoring, Microsoft Office Suite, Apple iWork, Autodesk, AutoCAD, SolidWorks, SAP r3, Microsoft SQL, Microsoft Exchange, SCCM, Windows operating systems, Nortel, Mitel, Shortel, Cisco, Meraki, Apple AirPort, Palo Alto-Firewall, Sonicwall Firewall, Barracuda Web Filter, Barracuda Message Archiver, Riverbed-WAN Accelerator, Dell ISCSI SAN, Adtran Routers, Catalyst Switches, HP Procurve Switches, ICC Patch Panels, Cat3-6A."
INFORMATION-TECHNOLOGY,"Arabic, Back-up, budgets, hardware, client, Database, database management, designing, disaster recovery, documentation, financial, Help Desk, HP, local area network, LAN, Leadership, access, network, networks, NT servers, PC's, policies, printer, processes, Research, sql, MS SQL, desktop support, training programs, Trouble shooting, troubleshooting, Upgrades, WAN, workflow"
